"chromosome" "v" "D" "refractory_period_prop_cohort_alive" "sex_expressed" "dominance" "Starting_pop_size" "baseline_mean_lifespan" "f" "refractory_period" "mutation_time" "time_end" "parameter_space_ID" "mutation_events"
"73" "C" 0.04 -0.495 0 0 1 4000 1 5 Inf 5 1000 875 5
"74" "C" 0.04 -0.61875 0 0 1 4000 1 5 Inf 5 1000 881 5
"75" "C" 0.04 -0.70125 0 1 1 4000 1 5 Inf 5 1000 886 5
"76" "C" 0.04 -0.12375 0 0 1 4000 1 5 Inf 5 1000 857 5
"77" "C" 0.004 -0.86625 0 0 1 4000 1 5 Inf 5 1000 843 5
"78" "C" 0.04 -0.5775 0 1 1 4000 1 5 Inf 5 1000 880 5
"79" "C" 0.004 -0.78375 0 0 1 4000 1 5 Inf 5 1000 839 5
"80" "C" 0.04 -0.7425 0 1 1 4000 1 5 Inf 5 1000 888 5
"81" "C" 0.04 -0.165 0 1 1 4000 1 5 Inf 5 1000 860 5
"82" "C" 0.04 -0.66 0 1 1 4000 1 5 Inf 5 1000 884 5
"83" "C" 0.004 -0.70125 0 1 1 4000 1 5 Inf 5 1000 836 5
"84" "C" 0.04 -0.0825 0 0 1 4000 1 5 Inf 5 1000 855 5
"85" "C" 0.004 -0.20625 0 0 1 4000 1 5 Inf 5 1000 811 5
"86" "C" 0.04 -0.4125 0 0 1 4000 1 5 Inf 5 1000 871 5
"87" "C" 0.004 -0.28875 0 1 1 4000 1 5 Inf 5 1000 816 5
"88" "C" 0.004 -0.5775 0 0 1 4000 1 5 Inf 5 1000 829 5
"89" "C" 0.004 -0.37125 0 0 1 4000 1 5 Inf 5 1000 819 5
"90" "C" 0.004 -0.99 0 0 1 4000 1 5 Inf 5 1000 849 5
"91" "C" 0.004 -0.825 0 0 1 4000 1 5 Inf 5 1000 841 5
"92" "C" 0.04 -0.04125 0 1 1 4000 1 5 Inf 5 1000 854 5
"93" "C" 0.004 -0.5775 0 1 1 4000 1 5 Inf 5 1000 830 5
"94" "C" 0.004 -0.61875 0 1 1 4000 1 5 Inf 5 1000 832 5
"95" "C" 0.004 -0.94875 0 1 1 4000 1 5 Inf 5 1000 848 5
"96" "C" 0.04 -0.825 0 0 1 4000 1 5 Inf 5 1000 891 5
"97" "C" 0.004 0 0 1 1 4000 1 5 Inf 5 1000 802 5
"98" "C" 0.04 -0.20625 0 0 1 4000 1 5 Inf 5 1000 861 5
"99" "C" 0.04 -0.45375 0 1 1 4000 1 5 Inf 5 1000 874 5
"100" "C" 0.04 -0.165 0 0 1 4000 1 5 Inf 5 1000 859 5
