"chromosome" "v" "D" "refractory_period_prop_cohort_alive" "sex_expressed" "dominance" "Starting_pop_size" "baseline_mean_lifespan" "f" "refractory_period" "mutation_time" "time_end" "parameter_space_ID" "mutation_events"
"234" "P" 0.004 -0.66 0.29875 0 1 4000 1 5 1.20814817573642 5 1000 23315 5
"235" "P" 0.004 -0.5775 0.38125 1 1 4000 1 5 0.964299951060516 5 1000 23220 5
"236" "P" 0.04 -0.825 0.2575 1 1 4000 1 5 1.35673555887835 5 1000 24764 5
"237" "P" 0.004 -0.7425 0.4225 0 1 4000 1 5 0.861565832184908 5 1000 23421 5
"238" "P" 0.04 -0.86625 0.5875 1 1 4000 1 5 0.531879032963823 5 1000 24830 5
"239" "P" 0.04 -0.04125 0.71125 1 1 4000 1 5 0.340731293541596 5 1000 23836 5
"240" "P" 0.004 -0.5775 0.38125 0 1 4000 1 5 0.964299951060516 5 1000 23219 5
"241" "P" 0.04 -0.66 0.5875 0 1 4000 1 5 0.531879032963823 5 1000 24579 5
"242" "P" 0.004 -0.33 0.5875 1 1 4000 1 5 0.531879032963823 5 1000 22930 5
"243" "P" 0.004 0 0.87625 1 1 4000 1 5 0.132103840633337 5 1000 22544 5
"244" "P" 0.04 -0.20625 0.175 1 1 4000 1 5 1.74296930505862 5 1000 24010 5
"245" "P" 0.004 -0.70125 0.21625 0 1 4000 1 5 1.53132013317015 5 1000 23361 5
"246" "P" 0.04 -0.86625 0.13375 1 1 4000 1 5 2.01178289320602 5 1000 24808 5
"247" "P" 0.004 -0.20625 0.71125 0 1 4000 1 5 0.340731293541596 5 1000 22785 5
"248" "P" 0.04 -0.33 0.34 1 1 4000 1 5 1.07880966137193 5 1000 24168 5
"249" "P" 0.04 -0.86625 0.4225 1 1 4000 1 5 0.861565832184908 5 1000 24822 5
"250" "P" 0.04 -0.20625 0.62875 0 1 4000 1 5 0.464021557568188 5 1000 24031 5
"251" "P" 0.004 -0.45375 0.87625 0 1 4000 1 5 0.132103840633337 5 1000 23093 5
"252" "P" 0.04 -0.0825 0.01 0 1 4000 1 5 4.60517018598809 5 1000 23851 5
"253" "P" 0.004 -0.61875 0.29875 0 1 4000 1 5 1.20814817573642 5 1000 23265 5
"254" "P" 0.004 -0.78375 0.67 0 1 4000 1 5 0.400477566597125 5 1000 23483 5
"255" "P" 0.004 -0.7425 1 1 1 4000 1 5 0 5 1000 23450 5
"256" "P" 0.004 -0.2475 0.9175 0 1 4000 1 5 0.0861026990534116 5 1000 22845 5
"257" "P" 0.004 0 0.62875 0 1 4000 1 5 0.464021557568188 5 1000 22531 5
"258" "P" 0.04 -0.2475 0.54625 1 1 4000 1 5 0.604678532572337 5 1000 24078 5
"259" "P" 0.04 -0.12375 0.71125 1 1 4000 1 5 0.340731293541596 5 1000 23936 5
"260" "P" 0.004 -0.165 0.0925 1 1 4000 1 5 2.38054663446376 5 1000 22706 5
"261" "P" 0.004 -0.4125 0.54625 1 1 4000 1 5 0.604678532572337 5 1000 23028 5
"262" "P" 0.04 -0.20625 1 1 1 4000 1 5 0 5 1000 24050 5
"263" "P" 0.04 -0.78375 0.29875 1 1 4000 1 5 1.20814817573642 5 1000 24716 5
"264" "P" 0.004 0 0.71125 1 1 4000 1 5 0.340731293541596 5 1000 22536 5
"265" "P" 0.004 -0.99 0.95875 1 1 4000 1 5 0.042124926300671 5 1000 23748 5
"266" "P" 0.04 -0.4125 0.67 1 1 4000 1 5 0.400477566597125 5 1000 24284 5
"267" "P" 0.04 -0.9075 0.175 1 1 4000 1 5 1.74296930505862 5 1000 24860 5
"268" "P" 0.004 -0.37125 0.0925 1 1 4000 1 5 2.38054663446376 5 1000 22956 5
"269" "P" 0.004 -0.78375 0.54625 0 1 4000 1 5 0.604678532572337 5 1000 23477 5
